scorer,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000,DLC_resnet101_30dFeb16shuffle1_30000
bodyparts,antena1,antena1,antena1,antena2,antena2,antena2,forhead,forhead,forhead,neck,neck,neck,thorax,thorax,thorax,abdomen,abdomen,abdomen,l1,l1,l1,l2,l2,l2,l3,l3,l3,r1,r1,r1,r2,r2,r2,r3,r3,r3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1156.162353515625,106.0191650390625,0.9671810865402222,1142.2332763671875,173.90078735351562,0.9614850282669067,1179.387451171875,143.65074157714844,0.9976170063018799,1198.7227783203125,144.05975341796875,0.9785475730895996,1232.10888671875,140.32489013671875,0.944042444229126,1268.7344970703125,138.51063537597656,0.9903082251548767,1184.5079345703125,123.65835571289062,0.5831711292266846,1207.2978515625,100.06413269042969,0.9907057881355286,1261.0963134765625,92.20704650878906,0.9675524234771729,1174.6656494140625,167.97061157226562,0.8578963875770569,1251.1966552734375,183.5569610595703,0.9653301239013672,1265.7509765625,176.4122314453125,0.9062086939811707
1,1156.162353515625,106.03933715820312,0.9653576016426086,1142.2332763671875,173.90078735351562,0.962852418422699,1179.387451171875,143.70628356933594,0.9975022673606873,1198.7227783203125,144.05975341796875,0.9767733812332153,1232.10888671875,141.1384735107422,0.947131335735321,1268.777099609375,138.5952911376953,0.9899585843086243,1184.5079345703125,123.65835571289062,0.5856321454048157,1207.2978515625,100.09903717041016,0.9907850027084351,1261.0963134765625,92.27556610107422,0.9675329327583313,1174.6656494140625,167.98956298828125,0.8659494519233704,1251.2215576171875,183.78256225585938,0.9601438641548157,1265.7509765625,176.4122314453125,0.9123711585998535
2,1156.162353515625,106.03933715820312,0.9664720296859741,1142.2332763671875,173.90078735351562,0.9581018686294556,1179.387451171875,143.70628356933594,0.9974642992019653,1198.7227783203125,144.05975341796875,0.9700377583503723,1232.10888671875,141.1384735107422,0.9461071491241455,1268.777099609375,138.63331604003906,0.9902544617652893,1184.5079345703125,123.65835571289062,0.6103816032409668,1207.2978515625,100.1175308227539,0.9912999272346497,1261.0963134765625,92.27556610107422,0.964255154132843,1174.6656494140625,167.98956298828125,0.8816049098968506,1251.2215576171875,183.9853057861328,0.9608175754547119,1265.7509765625,176.4322509765625,0.9087432622909546
3,1155.9014892578125,106.02197265625,0.9652175307273865,1141.8297119140625,173.82911682128906,0.9632276296615601,1179.05517578125,143.70628356933594,0.9973111152648926,1198.4339599609375,143.73558044433594,0.9618837237358093,1231.4375,141.00738525390625,0.9553012251853943,1268.7344970703125,138.6355743408203,0.9906884431838989,1184.148193359375,123.20001220703125,0.6356052160263062,1207.2978515625,100.09903717041016,0.9913784265518188,1261.1033935546875,92.27556610107422,0.9659712314605713,1174.1336669921875,167.97061157226562,0.8875238299369812,1251.2215576171875,184.0220184326172,0.9624298810958862,1265.669189453125,176.4122314453125,0.9079068303108215
4,1154.982177734375,106.02197265625,0.9695583581924438,1141.817138671875,173.82911682128906,0.9708657264709473,1178.522705078125,143.7648162841797,0.9973604083061218,1198.1468505859375,143.66175842285156,0.961555004119873,1231.436279296875,140.86676025390625,0.9556434750556946,1268.477783203125,138.6649627685547,0.9905818700790405,1179.6124267578125,122.68415832519531,0.6019327044487,1207.2978515625,100.06413269042969,0.9915183186531067,1261.0843505859375,92.13749694824219,0.9681248068809509,1173.96923828125,167.92433166503906,0.887460470199585,1251.1502685546875,184.31126403808594,0.962407112121582,1265.5205078125,176.36317443847656,0.9142302870750427
5,1154.5831298828125,105.99877166748047,0.9663295149803162,1141.7061767578125,173.82911682128906,0.9693538546562195,1178.1126708984375,143.7648162841797,0.9973903298377991,1197.75732421875,143.45050048828125,0.9576541781425476,1231.205810546875,140.86676025390625,0.9614808559417725,1268.4075927734375,138.6355743408203,0.9915117621421814,1179.6124267578125,122.51747131347656,0.5915679931640625,1207.42919921875,99.96890258789062,0.991245687007904,1261.0843505859375,91.99955749511719,0.9710229635238647,1173.9617919921875,167.9097442626953,0.8950051665306091,1251.136474609375,184.31431579589844,0.9587979912757874,1265.330078125,176.3039093017578,0.914835512638092
6,1154.2708740234375,105.78527069091797,0.9659387469291687,1141.598876953125,174.04421997070312,0.9749582409858704,1177.4461669921875,143.7648162841797,0.9974179267883301,1197.2421875,143.30770874023438,0.9502004384994507,1231.0948486328125,140.7461700439453,0.967110812664032,1268.3216552734375,138.63331604003906,0.9923574328422546,1179.7442626953125,122.39558410644531,0.5987705588340759,1207.42919921875,99.62542724609375,0.9909891486167908,1261.19873046875,91.9281005859375,0.9723897576332092,1173.5335693359375,167.9097442626953,0.9058858156204224,1251.0556640625,184.31431579589844,0.9495832324028015,1263.522216796875,174.3235321044922,0.9293994307518005
7,1151.0780029296875,105.36914825439453,0.9627881050109863,1141.517822265625,174.04421997070312,0.9743818044662476,1177.25732421875,143.7648162841797,0.9972797632217407,1197.1591796875,143.3076629638672,0.9539675712585449,1230.867919921875,140.74261474609375,0.9637691378593445,1268.30712890625,138.58609008789062,0.9922161102294922,1179.5262451171875,122.23611450195312,0.6322095394134521,1207.42919921875,99.50801086425781,0.9905545115470886,1261.2496337890625,91.87458038330078,0.9727679491043091,1173.478759765625,167.92433166503906,0.9052117466926575,1250.9686279296875,184.31431579589844,0.9495764970779419,1263.45166015625,174.3235321044922,0.9239617586135864
8,1150.7294921875,104.87936401367188,0.9636685848236084,1141.4454345703125,174.04421997070312,0.9801751971244812,1176.935302734375,143.73684692382812,0.9972711205482483,1195.896728515625,142.95797729492188,0.9485844969749451,1230.5870361328125,140.61886596679688,0.9655969142913818,1268.30712890625,138.49720764160156,0.992306649684906,1179.7442626953125,122.14334106445312,0.6551353931427002,1207.2298583984375,99.49546813964844,0.9907077550888062,1261.2496337890625,91.8220443725586,0.9728218913078308,1173.2940673828125,167.98635864257812,0.9108412861824036,1250.9432373046875,184.31431579589844,0.9501895904541016,1263.1351318359375,174.26016235351562,0.9167406558990479
9,1150.4393310546875,104.54884338378906,0.9627249836921692,1141.4454345703125,174.04421997070312,0.9764885902404785,1176.7855224609375,143.6839141845703,0.9972212314605713,1195.8040771484375,142.73019409179688,0.951010525226593,1230.4493408203125,140.62416076660156,0.9677894115447998,1268.165771484375,138.41036987304688,0.9925446510314941,1179.8309326171875,122.14334106445312,0.6693375110626221,1206.935546875,99.49546813964844,0.9916775226593018,1261.2845458984375,91.6672592163086,0.9749014973640442,1173.2723388671875,167.98635864257812,0.9130019545555115,1250.9140625,184.27880859375,0.9515366554260254,1263.12060546875,174.3235321044922,0.9162541031837463
10,1150.3365478515625,104.487548828125,0.9534695744514465,1141.4454345703125,173.98931884765625,0.970826268196106,1176.728271484375,143.6548309326172,0.996632993221283,1195.7318115234375,142.71426391601562,0.9595927000045776,1230.380615234375,140.62416076660156,0.966463565826416,1267.90869140625,138.27194213867188,0.9918628931045532,1179.950439453125,122.14334106445312,0.6687997579574585,1206.8758544921875,99.49546813964844,0.9914985299110413,1261.2982177734375,91.63539123535156,0.9723581671714783,1173.2723388671875,167.98635864257812,0.9060507416725159,1250.906005859375,184.1261749267578,0.9525681734085083,1262.93017578125,174.396240234375,0.9113266468048096
11,1149.2403564453125,104.46322631835938,0.9485449194908142,1141.4910888671875,173.98931884765625,0.9644911885261536,1176.6417236328125,143.4207305908203,0.9965823292732239,1195.4525146484375,142.73019409179688,0.9549242258071899,1230.267333984375,140.62416076660156,0.9659097194671631,1267.7188720703125,138.20486450195312,0.9921773076057434,1180.0107421875,122.18364715576172,0.7455099821090698,1206.871826171875,99.49546813964844,0.9904114603996277,1261.599365234375,91.63539123535156,0.9772117137908936,1173.2723388671875,167.79615783691406,0.9106511473655701,1250.8572998046875,184.1261749267578,0.9508118629455566,1262.92724609375,174.80783081054688,0.9169614315032959
12,1149.2403564453125,104.29215240478516,0.9339863657951355,1141.6397705078125,174.05868530273438,0.9669474959373474,1176.405029296875,143.38613891601562,0.9964949488639832,1195.4324951171875,142.71426391601562,0.9548779726028442,1230.1865234375,140.61314392089844,0.9648298621177673,1267.703125,138.18359375,0.9921127557754517,1180.1697998046875,122.18364715576172,0.7403551936149597,1206.85595703125,99.48500061035156,0.9902036190032959,1261.7264404296875,91.6036376953125,0.9762839078903198,1173.18115234375,167.72906494140625,0.9085153937339783,1250.8193359375,184.10626220703125,0.9493297338485718,1262.6251220703125,174.85897827148438,0.9161409735679626
13,1149.2403564453125,104.16841125488281,0.9116815328598022,1141.8128662109375,174.35153198242188,0.975965142250061,1176.229248046875,143.3597869873047,0.996599018573761,1195.3758544921875,142.70053100585938,0.9539155960083008,1230.0960693359375,140.61314392089844,0.9686123132705688,1267.6395263671875,138.18312072753906,0.9917494058609009,1180.630126953125,122.18364715576172,0.7696892619132996,1206.79296875,99.46167755126953,0.9896249175071716,1261.7655029296875,91.6036376953125,0.9766478538513184,1173.18115234375,167.6973114013672,0.9137750267982483,1250.7835693359375,184.09243774414062,0.9477742910385132,1262.414794921875,175.08399963378906,0.9082553386688232
14,1149.8408203125,102.42740631103516,0.9265658259391785,1141.8128662109375,174.05868530273438,0.9735716581344604,1176.229248046875,143.2047882080078,0.9965672492980957,1195.3214111328125,142.70053100585938,0.9544934630393982,1230.044677734375,140.5641326904297,0.9684931039810181,1267.619140625,138.1417694091797,0.9913405776023865,1180.943115234375,122.18364715576172,0.7753161191940308,1206.79296875,99.3139877319336,0.9898077845573425,1261.78466796875,91.6036376953125,0.9752351641654968,1173.099365234375,167.6833953857422,0.9151630997657776,1250.72119140625,184.07371520996094,0.948561429977417,1262.414794921875,175.08399963378906,0.9055302739143372
